PlayerID,RelativeTime,Event
105,206.4,PLAYER_LOGIN
105,206.407,PLAYER_LOGOUT
54,206.926,PLAYER_LOGOUT
53,206.94,PLAYER_LOGIN
53,206.951,PLAYER_LOGOUT
54,207.0,PLAYER_LOGIN
54,207.0,PLAYER_LOGOUT
22,207.097,PLAYER_LOGOUT
104,207.12,PLAYER_LOGIN
104,207.151,PLAYER_LOGOUT
8,207.6,PLAYER_LOGIN
8,207.659,PLAYER_LOGOUT
116,207.764,PLAYER_LOGOUT
116,207.78,PLAYER_LOGIN
116,207.866,PLAYER_LOGOUT
7,207.988,PLAYER_LOGOUT
7,208.08,PLAYER_LOGIN
104,208.126,PLAYER_LOGOUT
104,208.14,PLAYER_LOGIN
105,208.32,PLAYER_LOGIN
104,208.327,PLAYER_LOGOUT
105,208.358,PLAYER_LOGOUT
7,209.64,PLAYER_LOGOUT
58,210.78,PLAYER_LOGIN
7,211.08,PLAYER_LOGIN
58,211.34,PLAYER_LOGOUT
84,211.535,PLAYER_LOGOUT
105,211.813,PLAYER_LOGOUT
58,212.28,PLAYER_LOGIN
53,212.4,PLAYER_LOGIN
53,212.423,PLAYER_LOGOUT
58,213.009,PLAYER_LOGOUT
86,213.113,PLAYER_LOGOUT
7,214.02,PLAYER_LOGOUT
7,214.2,PLAYER_LOGIN
53,214.44,PLAYER_LOGIN
53,214.463,PLAYER_LOGOUT
53,214.5,PLAYER_LOGIN
53,214.532,PLAYER_LOGOUT
113,215.1,PLAYER_LOGIN
113,215.52,PLAYER_LOGIN
113,215.538,PLAYER_LOGOUT
9,215.7,PLAYER_LOGIN
112,216.0,PLAYER_LOGIN
112,216.103,PLAYER_LOGOUT
43,217.689,PLAYER_LOGOUT
58,217.8,PLAYER_LOGIN
9,218.271,PLAYER_LOGOUT
9,218.28,PLAYER_LOGIN
53,218.46,PLAYER_LOGIN
53,218.492,PLAYER_LOGOUT
54,218.52,PLAYER_LOGIN
55,218.587,PLAYER_LOGOUT
54,218.64,PLAYER_LOGOUT
54,218.64,PLAYER_LOGIN
54,218.744,PLAYER_LOGOUT
82,219.322,PLAYER_LOGOUT
82,219.42,PLAYER_LOGIN
42,219.54,PLAYER_LOGIN
113,219.576,PLAYER_LOGOUT
40,219.966,PLAYER_LOGOUT
58,220.031,PLAYER_LOGOUT
7,220.292,PLAYER_LOGOUT
40,220.322,PLAYER_LOGOUT
13,220.427,PLAYER_LOGOUT
53,221.46,PLAYER_LOGIN
53,221.516,PLAYER_LOGOUT
53,221.557,PLAYER_LOGOUT
9,221.997,PLAYER_LOGOUT
82,222.482,PLAYER_LOGOUT
42,222.617,PLAYER_LOGOUT
39,222.7,PLAYER_LOGOUT
8,223.8,PLAYER_LOGIN
8,223.802,PLAYER_LOGOUT
58,224.7,PLAYER_LOGIN
58,224.9,PLAYER_LOGOUT
7,225.6,PLAYER_LOGIN
8,226.012,PLAYER_LOGOUT
8,226.02,PLAYER_LOGIN
8,226.02,PLAYER_LOGOUT
8,226.08,PLAYER_LOGIN
8,226.422,PLAYER_LOGOUT
86,227.239,PLAYER_LOGOUT
7,230.347,PLAYER_LOGOUT
113,233.94,PLAYER_LOGIN
113,234.16,PLAYER_LOGOUT
113,234.18,PLAYER_LOGIN
41,235.62,PLAYER_LOGIN
113,238.597,PLAYER_LOGOUT
113,238.8,PLAYER_LOGIN
11,239.28,PLAYER_LOGIN
11,239.353,PLAYER_LOGOUT
11,239.4,PLAYER_LOGIN
41,241.028,PLAYER_LOGOUT
11,243.06,PLAYER_LOGIN
11,243.093,PLAYER_LOGOUT
11,243.24,PLAYER_LOGIN
11,243.269,PLAYER_LOGOUT
11,243.72,PLAYER_LOGIN
11,243.739,PLAYER_LOGOUT
11,243.937,PLAYER_LOGOUT
113,244.161,PLAYER_LOGOUT
11,247.44,PLAYER_LOGIN
11,247.609,PLAYER_LOGOUT
11,247.62,PLAYER_LOGIN
11,247.804,PLAYER_LOGOUT
113,250.8,PLAYER_LOGIN
116,251.22,PLAYER_LOGIN
116,251.382,PLAYER_LOGOUT
116,251.4,PLAYER_LOGIN
113,251.445,PLAYER_LOGOUT
113,251.46,PLAYER_LOGIN
116,252.96,PLAYER_LOGIN
116,252.971,PLAYER_LOGOUT
84,253.02,PLAYER_LOGIN
116,253.364,PLAYER_LOGOUT
116,253.38,PLAYER_LOGIN
58,253.62,PLAYER_LOGIN
116,253.679,PLAYER_LOGOUT
58,255.936,PLAYER_LOGOUT
116,256.02,PLAYER_LOGIN
116,256.32,PLAYER_LOGOUT
116,256.32,PLAYER_LOGIN
105,256.5,PLAYER_LOGIN
90,256.68,PLAYER_LOGIN
116,257.4,PLAYER_LOGIN
116,257.407,PLAYER_LOGOUT
84,258.551,PLAYER_LOGOUT
13,258.66,PLAYER_LOGIN
116,259.38,PLAYER_LOGIN
116,259.439,PLAYER_LOGOUT
116,259.5,PLAYER_LOGIN
116,259.51,PLAYER_LOGOUT
9,259.62,PLAYER_LOGIN
116,259.62,PLAYER_LOGIN
116,259.643,PLAYER_LOGOUT
54,259.74,PLAYER_LOGIN
9,259.789,PLAYER_LOGOUT
42,260.4,PLAYER_LOGIN
116,260.839,PLAYER_LOGOUT
116,260.88,PLAYER_LOGIN
82,260.94,PLAYER_LOGIN
116,260.94,PLAYER_LOGIN
116,260.963,PLAYER_LOGOUT
113,261.674,PLAYER_LOGOUT
58,261.96,PLAYER_LOGIN
82,262.317,PLAYER_LOGOUT
113,262.44,PLAYER_LOGIN
58,262.73,PLAYER_LOGOUT
13,262.74,PLAYER_LOGIN
13,262.77,PLAYER_LOGOUT
90,262.947,PLAYER_LOGOUT
42,262.953,PLAYER_LOGOUT
11,263.22,PLAYER_LOGIN
11,263.22,PLAYER_LOGOUT
116,263.454,PLAYER_LOGOUT
30,263.46,PLAYER_LOGIN
116,263.46,PLAYER_LOGIN
13,263.64,PLAYER_LOGIN
13,263.667,PLAYER_LOGOUT
116,263.82,PLAYER_LOGIN
8,263.88,PLAYER_LOGIN
116,263.885,PLAYER_LOGOUT
116,264.047,PLAYER_LOGOUT
113,264.06,PLAYER_LOGIN
113,264.069,PLAYER_LOGOUT
